Location,Time,SSID,BSSID,RSSI,AP List
LG26,1676727382,"eduroam",24:f2:7f:ac:d4:f1,-53,DCU-Guest-WiFi;24:f2:7f:ac:d1:20;-71|eduroam;24:f2:7f:ac:d1:21;-67|DCU-Guest-WiFi;70:3a:0e:62:d7:20;-52|eduroam;70:3a:0e:62:d7:21;-53|eduroam;20:a6:cd:90:e0:51;-72|eduroam;24:f2:7f:ac:d1:31;-71|DCU-Guest-WiFi;24:f2:7f:ac:d1:30;-71|DCU-Guest-WiFi;20:a6:cd:90:e0:50;-72|DCU-Guest-WiFi;70:3a:0e:62:e0:40;-69|eduroam;70:3a:0e:62:e0:41;-70|DCU-Guest-WiFi;70:3a:0e:62:e0:50;-67|eduroam;70:3a:0e:62:e0:51;-67|DCU-Guest-WiFi;cc:88:c7:80:7e:43;-72|eduroam;24:f2:7f:ac:d4:e1;-49|DCU-Guest-WiFi;24:f2:7f:ac:d4:e0;-52|DCU-Guest-WiFi;24:f2:7f:ac:d4:f0;-53|eduroam;24:f2:7f:ac:d4:f1;-53|eduroam;24:f2:7f:ac:d4:51;-68|DCU-Guest-WiFi;24:f2:7f:ac:d4:50;-69|eduroam;20:a6:cd:90:e0:41;-73|eduroam;24:f2:7f:ac:d7:71;-77|DCU-Guest-WiFi;24:f2:7f:ac:d7:70;-77|DCU-Guest-WiFi;20:a6:cd:8e:a0:c0;-84|eduroam;20:a6:cd:8e:a0:c1;-85|
LG26,1676727412,"eduroam",24:f2:7f:ac:d4:f1,-53,DCU-Guest-WiFi;24:f2:7f:ac:d1:20;-71|eduroam;24:f2:7f:ac:d1:21;-70|DCU-Guest-WiFi;70:3a:0e:62:d7:20;-59|eduroam;70:3a:0e:62:d7:21;-58|eduroam;20:a6:cd:90:e0:51;-73|eduroam;24:f2:7f:ac:d1:31;-65|eduroam;70:3a:0e:62:d7:31;-61|DCU-Guest-WiFi;70:3a:0e:62:d7:30;-61|DCU-Guest-WiFi;24:f2:7f:ac:d1:30;-65|DCU-Guest-WiFi;20:a6:cd:90:e0:50;-73|DCU-Guest-WiFi;70:3a:0e:62:e0:40;-72|eduroam;70:3a:0e:62:e0:41;-72|DCU-Guest-WiFi;70:3a:0e:62:e0:50;-68|eduroam;70:3a:0e:62:e0:51;-67|eduroam;24:f2:7f:ac:d4:e1;-52|DCU-Guest-WiFi;24:f2:7f:ac:d4:e0;-53|eduroam;24:f2:7f:ac:d4:41;-71|DCU-Guest-WiFi;24:f2:7f:ac:d4:40;-72|eduroam;cc:88:c7:80:7e:50;-84|DCU-Guest-WiFi;24:f2:7f:ac:d4:f0;-54|DCU-Guest-WiFi;cc:88:c7:80:7e:53;-85|eduroam;24:f2:7f:ac:d4:f1;-54|eduroam;24:f2:7f:ac:d4:51;-59|DCU-Guest-WiFi;24:f2:7f:ac:d4:50;-60|eduroam;24:f2:7f:ac:d7:61;-80|DCU-Guest-WiFi;20:a6:cd:90:e0:40;-74|eduroam;20:a6:cd:90:e0:41;-75|eduroam;24:f2:7f:ac:d7:71;-77|DCU-Guest-WiFi;24:f2:7f:ac:d7:70;-77|DCU-Guest-WiFi;20:a6:cd:8e:a0:c0;-81|
LG26,1676727442,"eduroam",24:f2:7f:ac:d4:f1,-53,DCU-Guest-WiFi;70:3a:0e:62:d7:20;-54|eduroam;70:3a:0e:62:d7:21;-54|eduroam;20:a6:cd:90:e0:51;-71|eduroam;24:f2:7f:ac:d1:31;-64|eduroam;70:3a:0e:62:d7:31;-61|DCU-Guest-WiFi;70:3a:0e:62:d7:30;-61|DCU-Guest-WiFi;24:f2:7f:ac:d1:30;-65|DCU-Guest-WiFi;20:a6:cd:90:e0:50;-71|DCU-Guest-WiFi;70:3a:0e:62:e0:40;-70|eduroam;70:3a:0e:62:e0:41;-67|DCU-Guest-WiFi;70:3a:0e:62:e0:50;-65|eduroam;70:3a:0e:62:e0:51;-65|eduroam;24:f2:7f:ac:d4:e1;-58|DCU-Guest-WiFi;24:f2:7f:ac:d4:e0;-58|eduroam;24:f2:7f:ac:d4:41;-71|DCU-Guest-WiFi;24:f2:7f:ac:d4:40;-70|eduroam;cc:88:c7:80:7e:50;-86|DCU-Guest-WiFi;24:f2:7f:ac:d4:f0;-52|DCU-Guest-WiFi;cc:88:c7:80:7e:53;-86|eduroam;24:f2:7f:ac:d4:f1;-54|eduroam;24:f2:7f:ac:d4:51;-63|DCU-Guest-WiFi;24:f2:7f:ac:d4:50;-63|DCU-Guest-WiFi;20:a6:cd:90:e0:40;-70|eduroam;24:f2:7f:ac:d7:71;-80|DCU-Guest-WiFi;24:f2:7f:ac:d7:70;-80|DCU-Guest-WiFi;20:a6:cd:8e:a0:c0;-83|eduroam;20:a6:cd:8e:a0:c1;-82|
LG26,1676727472,"eduroam",24:f2:7f:ac:d4:f1,-53,DCU-Guest-WiFi;24:f2:7f:ac:d1:20;-69|eduroam;24:f2:7f:ac:d1:21;-70|DCU-Guest-WiFi;70:3a:0e:62:d7:20;-55|eduroam;20:a6:cd:90:e0:51;-71|eduroam;24:f2:7f:ac:d1:31;-67|eduroam;70:3a:0e:62:d7:31;-64|DCU-Guest-WiFi;70:3a:0e:62:d7:30;-64|DCU-Guest-WiFi;24:f2:7f:ac:d1:30;-67|DCU-Guest-WiFi;20:a6:cd:90:e0:50;-71|DCU-Guest-WiFi;70:3a:0e:62:e0:40;-73|DCU-Guest-WiFi;70:3a:0e:62:e0:50;-65|eduroam;70:3a:0e:62:e0:51;-65|eduroam;24:f2:7f:ac:d4:e1;-58|DCU-Guest-WiFi;24:f2:7f:ac:d4:e0;-57|eduroam;cc:88:c7:80:7e:50;-90|DCU-Guest-WiFi;24:f2:7f:ac:d4:f0;-54|DCU-Guest-WiFi;cc:88:c7:80:7e:53;-86|eduroam;24:f2:7f:ac:d4:f1;-53|eduroam;24:f2:7f:ac:d4:51;-62|DCU-Guest-WiFi;24:f2:7f:ac:d4:50;-62|DCU-Guest-WiFi;20:a6:cd:90:e0:40;-69|eduroam;20:a6:cd:90:e0:41;-69|eduroam;24:f2:7f:ac:d7:71;-77|DCU-Guest-WiFi;24:f2:7f:ac:d7:70;-78|DCU-Guest-WiFi;20:a6:cd:8e:a0:c0;-84|eduroam;20:a6:cd:8e:a0:c1;-84|
LG26,1676727502,"eduroam",24:f2:7f:ac:d4:f1,-53,eduroam;24:f2:7f:ac:c7:41;-88|DCU-Guest-WiFi;24:f2:7f:ac:d1:20;-68|eduroam;24:f2:7f:ac:d1:21;-65|DCU-Guest-WiFi;70:3a:0e:62:d7:20;-59|eduroam;70:3a:0e:62:d7:21;-59|eduroam;20:a6:cd:90:e0:51;-71|eduroam;24:f2:7f:ac:d1:31;-66|eduroam;70:3a:0e:62:d7:31;-61|DCU-Guest-WiFi;70:3a:0e:62:d7:30;-61|DCU-Guest-WiFi;24:f2:7f:ac:d1:30;-65|DCU-Guest-WiFi;20:a6:cd:90:e0:50;-71|DCU-Guest-WiFi;70:3a:0e:62:e0:40;-70|eduroam;70:3a:0e:62:e0:41;-66|DCU-Guest-WiFi;70:3a:0e:62:e0:50;-65|eduroam;70:3a:0e:62:e0:51;-65|DCU-Guest-WiFi;24:f2:7f:ac:d4:40;-71|eduroam;cc:88:c7:80:7e:50;-91|DCU-Guest-WiFi;24:f2:7f:ac:d4:f0;-53|eduroam;24:f2:7f:ac:d4:f1;-54|eduroam;24:f2:7f:ac:d4:51;-62|DCU-Guest-WiFi;24:f2:7f:ac:d4:50;-63|eduroam;24:f2:7f:ac:d7:61;-81|DCU-Guest-WiFi;24:f2:7f:ac:d7:60;-69|DCU-Guest-WiFi;20:a6:cd:90:e0:40;-69|eduroam;20:a6:cd:90:e0:41;-68|eduroam;24:f2:7f:ac:d7:71;-78|DCU-Guest-WiFi;24:f2:7f:ac:d7:70;-78|
LG26,1676727532,"eduroam",24:f2:7f:ac:d4:f1,-53,DCU-Guest-WiFi;24:f2:7f:ac:d1:20;-68|eduroam;24:f2:7f:ac:d1:21;-68|DCU-Guest-WiFi;70:3a:0e:62:d7:20;-51|eduroam;70:3a:0e:62:d7:21;-52|eduroam;20:a6:cd:90:e0:51;-72|eduroam;24:f2:7f:ac:d1:31;-65|eduroam;70:3a:0e:62:d7:31;-61|DCU-Guest-WiFi;70:3a:0e:62:d7:30;-61|DCU-Guest-WiFi;24:f2:7f:ac:d1:30;-66|DCU-Guest-WiFi;20:a6:cd:90:e0:50;-72|DCU-Guest-WiFi;70:3a:0e:62:e0:40;-70|eduroam;70:3a:0e:62:e0:41;-70|DCU-Guest-WiFi;70:3a:0e:62:e0:50;-64|eduroam;70:3a:0e:62:e0:51;-64|eduroam;24:f2:7f:ac:d4:e1;-52|DCU-Guest-WiFi;24:f2:7f:ac:d4:e0;-52|DCU-Guest-WiFi;24:f2:7f:ac:d4:40;-69|DCU-Guest-WiFi;24:f2:7f:ac:d4:f0;-53|eduroam;24:f2:7f:ac:d4:f1;-54|eduroam;24:f2:7f:ac:d4:51;-60|DCU-Guest-WiFi;24:f2:7f:ac:d4:50;-59|eduroam;70:3a:0e:62:d8:41;-90|DCU-Guest-WiFi;20:a6:cd:90:e0:40;-63|eduroam;20:a6:cd:90:e0:41;-69|eduroam;24:f2:7f:ac:d7:71;-80|DCU-Guest-WiFi;24:f2:7f:ac:d7:70;-79|DCU-Guest-WiFi;20:a6:cd:8e:a0:c0;-80|
LG26,1676727563,"eduroam",24:f2:7f:ac:d4:f1,-53,DCU-Guest-WiFi;24:f2:7f:ac:d1:20;-68|eduroam;24:f2:7f:ac:d1:21;-69|DCU-Guest-WiFi;70:3a:0e:62:d7:20;-53|eduroam;20:a6:cd:90:e0:51;-70|eduroam;24:f2:7f:ac:d1:31;-65|eduroam;70:3a:0e:62:d7:31;-61|DCU-Guest-WiFi;70:3a:0e:62:d7:30;-61|DCU-Guest-WiFi;24:f2:7f:ac:d1:30;-65|DCU-Guest-WiFi;20:a6:cd:90:e0:50;-70|DCU-Guest-WiFi;70:3a:0e:62:e0:40;-69|eduroam;70:3a:0e:62:e0:41;-69|DCU-Guest-WiFi;70:3a:0e:62:e0:50;-65|eduroam;70:3a:0e:62:e0:51;-65|eduroam;24:f2:7f:ac:d4:e1;-52|eduroam;cc:88:c7:80:7e:50;-85|DCU-Guest-WiFi;24:f2:7f:ac:d4:f0;-53|DCU-Guest-WiFi;cc:88:c7:80:7e:53;-85|eduroam;24:f2:7f:ac:d4:f1;-53|eduroam;24:f2:7f:ac:d4:51;-61|DCU-Guest-WiFi;24:f2:7f:ac:d4:50;-61|DCU-Guest-WiFi;24:f2:7f:ac:d7:60;-82|DCU-Guest-WiFi;20:a6:cd:90:e0:40;-66|eduroam;20:a6:cd:90:e0:41;-67|eduroam;24:f2:7f:ac:d7:71;-79|DCU-Guest-WiFi;24:f2:7f:ac:d7:70;-80|DCU-Guest-WiFi;20:a6:cd:8e:a0:c0;-81|
LG26,1676727593,"eduroam",24:f2:7f:ac:d4:f1,-53,DCU-Guest-WiFi;24:f2:7f:ac:d1:20;-70|eduroam;24:f2:7f:ac:d1:21;-70|DCU-Guest-WiFi;70:3a:0e:62:d7:20;-50|eduroam;70:3a:0e:62:d7:21;-50|eduroam;20:a6:cd:90:e0:51;-71|eduroam;24:f2:7f:ac:d1:31;-67|eduroam;70:3a:0e:62:d7:31;-61|DCU-Guest-WiFi;70:3a:0e:62:d7:30;-60|DCU-Guest-WiFi;24:f2:7f:ac:d1:30;-67|DCU-Guest-WiFi;20:a6:cd:90:e0:50;-71|DCU-Guest-WiFi;70:3a:0e:62:e0:40;-72|eduroam;70:3a:0e:62:e0:41;-71|DCU-Guest-WiFi;70:3a:0e:62:e0:50;-66|eduroam;70:3a:0e:62:e0:51;-66|DCU-Guest-WiFi;cc:88:c7:80:7e:43;-78|eduroam;24:f2:7f:ac:d4:e1;-53|DCU-Guest-WiFi;24:f2:7f:ac:d4:e0;-56|eduroam;24:f2:7f:ac:d4:41;-57|DCU-Guest-WiFi;24:f2:7f:ac:d4:40;-70|eduroam;cc:88:c7:80:7e:50;-86|DCU-Guest-WiFi;24:f2:7f:ac:d4:f0;-54|DCU-Guest-WiFi;cc:88:c7:80:7e:53;-86|eduroam;24:f2:7f:ac:d4:f1;-53|eduroam;24:f2:7f:ac:d4:51;-62|DCU-Guest-WiFi;24:f2:7f:ac:d4:50;-62|eduroam;24:f2:7f:ac:d7:61;-79|DCU-Guest-WiFi;24:f2:7f:ac:d7:60;-79|eduroam;24:f2:7f:ac:d7:71;-77|DCU-Guest-WiFi;24:f2:7f:ac:d7:70;-78|DCU-Guest-WiFi;20:a6:cd:8e:a0:c0;-74|
LG26,1676727623,"eduroam",24:f2:7f:ac:d4:f1,-53,DCU-Guest-WiFi;24:f2:7f:ac:d1:20;-73|eduroam;24:f2:7f:ac:d1:21;-74|DCU-Guest-WiFi;70:3a:0e:62:d7:20;-62|eduroam;70:3a:0e:62:d7:21;-61|eduroam;20:a6:cd:90:e0:51;-71|eduroam;24:f2:7f:ac:d1:31;-68|eduroam;70:3a:0e:62:d7:31;-61|DCU-Guest-WiFi;70:3a:0e:62:d7:30;-61|DCU-Guest-WiFi;24:f2:7f:ac:d1:30;-68|DCU-Guest-WiFi;20:a6:cd:90:e0:50;-71|DCU-Guest-WiFi;70:3a:0e:62:e0:40;-70|eduroam;70:3a:0e:62:e0:41;-71|DCU-Guest-WiFi;70:3a:0e:62:e0:50;-65|eduroam;70:3a:0e:62:e0:51;-65|eduroam;24:f2:7f:ac:d4:e1;-55|DCU-Guest-WiFi;24:f2:7f:ac:d4:e0;-54|eduroam;24:f2:7f:ac:d4:41;-72|DCU-Guest-WiFi;24:f2:7f:ac:d4:40;-70|eduroam;cc:88:c7:80:7e:50;-86|DCU-Guest-WiFi;24:f2:7f:ac:d4:f0;-54|DCU-Guest-WiFi;cc:88:c7:80:7e:53;-85|eduroam;24:f2:7f:ac:d4:f1;-54|eduroam;24:f2:7f:ac:d4:51;-60|DCU-Guest-WiFi;24:f2:7f:ac:d4:50;-60|DCU-Guest-WiFi;70:3a:0e:62:d8:40;-89|DCU-Guest-WiFi;24:f2:7f:ac:d7:60;-80|DCU-Guest-WiFi;20:a6:cd:90:e0:40;-72|eduroam;20:a6:cd:90:e0:41;-71|eduroam;24:f2:7f:ac:d7:71;-79|DCU-Guest-WiFi;24:f2:7f:ac:d7:70;-79|DCU-Guest-WiFi;20:a6:cd:8e:a0:c0;-82|
LG26,1676727653,"eduroam",24:f2:7f:ac:d4:f1,-53,DCU-Guest-WiFi;24:f2:7f:ac:d1:20;-69|eduroam;24:f2:7f:ac:d1:21;-68|DCU-Guest-WiFi;70:3a:0e:62:d7:20;-53|eduroam;70:3a:0e:62:d7:21;-53|eduroam;20:a6:cd:90:e0:51;-72|eduroam;24:f2:7f:ac:d1:31;-69|eduroam;70:3a:0e:62:d7:31;-60|DCU-Guest-WiFi;70:3a:0e:62:d7:30;-60|DCU-Guest-WiFi;24:f2:7f:ac:d1:30;-69|DCU-Guest-WiFi;20:a6:cd:90:e0:50;-71|DCU-Guest-WiFi;70:3a:0e:62:e0:40;-69|eduroam;70:3a:0e:62:e0:41;-67|DCU-Guest-WiFi;70:3a:0e:62:e0:50;-63|eduroam;70:3a:0e:62:e0:51;-62|eduroam;24:f2:7f:ac:d4:e1;-57|eduroam;cc:88:c7:80:7e:40;-84|DCU-Guest-WiFi;24:f2:7f:ac:d4:e0;-54|eduroam;24:f2:7f:ac:d4:41;-68|eduroam;cc:88:c7:80:7e:50;-85|DCU-Guest-WiFi;24:f2:7f:ac:d4:f0;-53|DCU-Guest-WiFi;cc:88:c7:80:7e:53;-85|eduroam;24:f2:7f:ac:d4:f1;-53|eduroam;24:f2:7f:ac:d4:51;-63|DCU-Guest-WiFi;24:f2:7f:ac:d4:50;-63|eduroam;70:3a:0e:62:d8:41;-91|DCU-Guest-WiFi;24:f2:7f:ac:d7:60;-81|eduroam;20:a6:cd:90:e0:41;-74|eduroam;24:f2:7f:ac:d7:71;-77|DCU-Guest-WiFi;24:f2:7f:ac:d7:70;-77|
LG26,1676727683,"eduroam",24:f2:7f:ac:d4:f1,-53,DCU-Guest-WiFi;24:f2:7f:ac:d1:20;-73|eduroam;24:f2:7f:ac:d1:21;-70|DCU-Guest-WiFi;70:3a:0e:62:d7:20;-53|eduroam;70:3a:0e:62:d7:21;-52|eduroam;20:a6:cd:90:e0:51;-72|eduroam;24:f2:7f:ac:d1:31;-65|eduroam;70:3a:0e:62:d7:31;-61|DCU-Guest-WiFi;70:3a:0e:62:d7:30;-61|DCU-Guest-WiFi;24:f2:7f:ac:d1:30;-66|DCU-Guest-WiFi;20:a6:cd:90:e0:50;-73|DCU-Guest-WiFi;70:3a:0e:62:e0:40;-68|eduroam;70:3a:0e:62:e0:41;-64|DCU-Guest-WiFi;70:3a:0e:62:e0:50;-65|eduroam;70:3a:0e:62:e0:51;-65|eduroam;24:f2:7f:ac:d4:e1;-53|DCU-Guest-WiFi;24:f2:7f:ac:d4:e0;-53|eduroam;24:f2:7f:ac:d4:41;-72|DCU-Guest-WiFi;24:f2:7f:ac:d4:40;-72|DCU-Guest-WiFi;24:f2:7f:ac:d4:f0;-53|eduroam;24:f2:7f:ac:d4:f1;-53|eduroam;24:f2:7f:ac:d4:51;-63|DCU-Guest-WiFi;24:f2:7f:ac:d4:50;-63|DCU-Guest-WiFi;20:a6:cd:90:e0:40;-66|eduroam;20:a6:cd:90:e0:41;-66|eduroam;24:f2:7f:ac:d7:71;-77|DCU-Guest-WiFi;24:f2:7f:ac:d7:70;-78|
LG26,1676727713,"eduroam",24:f2:7f:ac:d4:f1,-53,DCU-Guest-WiFi;24:f2:7f:ac:d1:20;-68|eduroam;24:f2:7f:ac:d1:21;-67|DCU-Guest-WiFi;70:3a:0e:62:d7:20;-56|eduroam;70:3a:0e:62:d7:21;-53|eduroam;20:a6:cd:90:e0:51;-70|eduroam;24:f2:7f:ac:d1:31;-68|eduroam;70:3a:0e:62:d7:31;-65|DCU-Guest-WiFi;70:3a:0e:62:d7:30;-65|DCU-Guest-WiFi;24:f2:7f:ac:d1:30;-68|DCU-Guest-WiFi;20:a6:cd:90:e0:50;-71|DCU-Guest-WiFi;70:3a:0e:62:e0:40;-72|eduroam;70:3a:0e:62:e0:41;-71|DCU-Guest-WiFi;70:3a:0e:62:e0:50;-64|eduroam;70:3a:0e:62:e0:51;-64|eduroam;24:f2:7f:ac:d4:41;-71|DCU-Guest-WiFi;24:f2:7f:ac:d4:40;-71|DCU-Guest-WiFi;24:f2:7f:ac:d4:f0;-53|eduroam;24:f2:7f:ac:d4:f1;-54|eduroam;24:f2:7f:ac:d4:51;-62|DCU-Guest-WiFi;24:f2:7f:ac:d4:50;-62|eduroam;24:f2:7f:ac:d7:61;-81|DCU-Guest-WiFi;24:f2:7f:ac:d7:60;-79|DCU-Guest-WiFi;20:a6:cd:90:e0:40;-68|eduroam;20:a6:cd:90:e0:41;-67|eduroam;24:f2:7f:ac:d7:71;-78|DCU-Guest-WiFi;24:f2:7f:ac:d7:70;-78|
LG26,1676727743,"eduroam",24:f2:7f:ac:d4:f1,-53,DCU-Guest-WiFi;24:f2:7f:ac:d1:20;-70|eduroam;24:f2:7f:ac:d1:21;-69|DCU-Guest-WiFi;70:3a:0e:62:d7:20;-45|eduroam;70:3a:0e:62:d7:21;-46|eduroam;20:a6:cd:90:e0:51;-66|eduroam;24:f2:7f:ac:d1:31;-70|eduroam;70:3a:0e:62:d7:31;-54|DCU-Guest-WiFi;70:3a:0e:62:d7:30;-54|DCU-Guest-WiFi;24:f2:7f:ac:d1:30;-70|DCU-Guest-WiFi;20:a6:cd:90:e0:50;-67|DCU-Guest-WiFi;70:3a:0e:62:e0:40;-62|eduroam;70:3a:0e:62:e0:41;-62|DCU-Guest-WiFi;70:3a:0e:62:e0:50;-60|eduroam;70:3a:0e:62:e0:51;-60|eduroam;24:f2:7f:ac:d4:e1;-53|DCU-Guest-WiFi;24:f2:7f:ac:d4:e0;-53|eduroam;24:f2:7f:ac:d4:41;-70|eduroam;cc:88:c7:80:7e:50;-77|DCU-Guest-WiFi;24:f2:7f:ac:d4:f0;-60|DCU-Guest-WiFi;cc:88:c7:80:7e:53;-77|eduroam;24:f2:7f:ac:d4:f1;-57|eduroam;24:f2:7f:ac:d4:51;-63|DCU-Guest-WiFi;24:f2:7f:ac:d4:50;-63|DCU-Guest-WiFi;20:a6:cd:90:e0:40;-67|eduroam;20:a6:cd:90:e0:41;-66|eduroam;24:f2:7f:ac:d7:71;-72|DCU-Guest-WiFi;24:f2:7f:ac:d7:70;-72|eduroam;20:a6:cd:8e:a0:c1;-83|
LG26,1676727773,"eduroam",24:f2:7f:ac:d4:f1,-53,DCU-Guest-WiFi;24:f2:7f:ac:d1:20;-65|eduroam;24:f2:7f:ac:d1:21;-70|DCU-Guest-WiFi;70:3a:0e:62:d7:20;-45|eduroam;70:3a:0e:62:d7:21;-44|eduroam;20:a6:cd:90:e0:51;-67|eduroam;24:f2:7f:ac:d1:31;-70|eduroam;70:3a:0e:62:d7:31;-54|DCU-Guest-WiFi;70:3a:0e:62:d7:30;-54|DCU-Guest-WiFi;24:f2:7f:ac:d1:30;-70|DCU-Guest-WiFi;20:a6:cd:90:e0:50;-66|DCU-Guest-WiFi;70:3a:0e:62:e0:40;-63|eduroam;70:3a:0e:62:e0:41;-63|DCU-Guest-WiFi;70:3a:0e:62:e0:50;-60|eduroam;70:3a:0e:62:e0:51;-60|eduroam;24:f2:7f:ac:d4:e1;-58|DCU-Guest-WiFi;24:f2:7f:ac:d4:e0;-58|eduroam;cc:88:c7:80:7e:50;-77|DCU-Guest-WiFi;24:f2:7f:ac:d4:f0;-60|DCU-Guest-WiFi;cc:88:c7:80:7e:53;-77|eduroam;24:f2:7f:ac:d4:f1;-61|eduroam;24:f2:7f:ac:d4:51;-64|DCU-Guest-WiFi;24:f2:7f:ac:d4:50;-64|DCU-Guest-WiFi;20:a6:cd:90:e0:40;-65|eduroam;20:a6:cd:90:e0:41;-65|eduroam;24:f2:7f:ac:d7:71;-72|DCU-Guest-WiFi;24:f2:7f:ac:d7:70;-72|
LG26,1676727803,"eduroam",24:f2:7f:ac:d4:f1,-53,DCU-Guest-WiFi;24:f2:7f:ac:d1:20;-70|eduroam;24:f2:7f:ac:d1:21;-70|DCU-Guest-WiFi;70:3a:0e:62:d7:20;-45|eduroam;70:3a:0e:62:d7:21;-44|eduroam;20:a6:cd:90:e0:51;-67|eduroam;24:f2:7f:ac:d1:31;-70|eduroam;70:3a:0e:62:d7:31;-53|DCU-Guest-WiFi;70:3a:0e:62:d7:30;-54|DCU-Guest-WiFi;24:f2:7f:ac:d1:30;-70|DCU-Guest-WiFi;20:a6:cd:90:e0:50;-67|DCU-Guest-WiFi;70:3a:0e:62:e0:50;-60|eduroam;70:3a:0e:62:e0:51;-60|eduroam;24:f2:7f:ac:d4:e1;-52|DCU-Guest-WiFi;24:f2:7f:ac:d4:e0;-53|eduroam;24:f2:7f:ac:d4:41;-72|DCU-Guest-WiFi;24:f2:7f:ac:d4:40;-69|eduroam;cc:88:c7:80:7e:50;-78|DCU-Guest-WiFi;24:f2:7f:ac:d4:f0;-61|DCU-Guest-WiFi;cc:88:c7:80:7e:53;-78|eduroam;24:f2:7f:ac:d4:f1;-60|eduroam;24:f2:7f:ac:d4:51;-63|DCU-Guest-WiFi;24:f2:7f:ac:d4:50;-63|DCU-Guest-WiFi;24:f2:7f:ac:d7:60;-81|DCU-Guest-WiFi;20:a6:cd:90:e0:40;-66|eduroam;20:a6:cd:90:e0:41;-66|eduroam;24:f2:7f:ac:d7:71;-72|DCU-Guest-WiFi;24:f2:7f:ac:d7:70;-72|DCU-Guest-WiFi;20:a6:cd:8e:a0:c0;-85|eduroam;20:a6:cd:8e:a0:c1;-85|
LG26,1676727833,"eduroam",24:f2:7f:ac:d4:f1,-53,DCU-Guest-WiFi;24:f2:7f:ac:d1:20;-69|eduroam;24:f2:7f:ac:d1:21;-70|DCU-Guest-WiFi;70:3a:0e:62:d7:20;-47|eduroam;70:3a:0e:62:d7:21;-44|eduroam;20:a6:cd:90:e0:51;-67|eduroam;24:f2:7f:ac:d1:31;-69|eduroam;70:3a:0e:62:d7:31;-54|DCU-Guest-WiFi;70:3a:0e:62:d7:30;-53|DCU-Guest-WiFi;24:f2:7f:ac:d1:30;-70|DCU-Guest-WiFi;20:a6:cd:90:e0:50;-67|DCU-Guest-WiFi;70:3a:0e:62:e0:40;-59|eduroam;70:3a:0e:62:e0:41;-58|DCU-Guest-WiFi;70:3a:0e:62:e0:50;-60|eduroam;70:3a:0e:62:e0:51;-60|eduroam;24:f2:7f:ac:d4:e1;-53|DCU-Guest-WiFi;24:f2:7f:ac:d4:e0;-54|eduroam;cc:88:c7:80:7e:50;-78|DCU-Guest-WiFi;24:f2:7f:ac:d4:f0;-60|DCU-Guest-WiFi;cc:88:c7:80:7e:53;-78|eduroam;24:f2:7f:ac:d4:f1;-61|eduroam;24:f2:7f:ac:d4:51;-63|DCU-Guest-WiFi;24:f2:7f:ac:d4:50;-64|DCU-Guest-WiFi;24:f2:7f:ac:d7:60;-83|DCU-Guest-WiFi;20:a6:cd:90:e0:40;-64|eduroam;20:a6:cd:90:e0:41;-63|eduroam;24:f2:7f:ac:d7:71;-72|DCU-Guest-WiFi;24:f2:7f:ac:d7:70;-72|DCU-Guest-WiFi;20:a6:cd:8e:a0:c0;-84|eduroam;20:a6:cd:8e:a0:c1;-83|
LG26,1676727863,"eduroam",24:f2:7f:ac:d4:f1,-53,DCU-Guest-WiFi;24:f2:7f:ac:d1:20;-70|eduroam;24:f2:7f:ac:d1:21;-69|DCU-Guest-WiFi;70:3a:0e:62:d7:20;-45|eduroam;70:3a:0e:62:d7:21;-45|eduroam;20:a6:cd:90:e0:51;-67|eduroam;24:f2:7f:ac:d1:31;-70|eduroam;70:3a:0e:62:d7:31;-54|DCU-Guest-WiFi;70:3a:0e:62:d7:30;-54|DCU-Guest-WiFi;24:f2:7f:ac:d1:30;-70|DCU-Guest-WiFi;20:a6:cd:90:e0:50;-67|DCU-Guest-WiFi;70:3a:0e:62:e0:40;-64|eduroam;70:3a:0e:62:e0:41;-63|DCU-Guest-WiFi;70:3a:0e:62:e0:50;-60|eduroam;70:3a:0e:62:e0:51;-60|eduroam;24:f2:7f:ac:d4:e1;-57|eduroam;24:f2:7f:ac:d4:41;-72|DCU-Guest-WiFi;24:f2:7f:ac:d4:40;-72|eduroam;cc:88:c7:80:7e:50;-76|DCU-Guest-WiFi;24:f2:7f:ac:d4:f0;-60|DCU-Guest-WiFi;cc:88:c7:80:7e:53;-76|eduroam;24:f2:7f:ac:d4:f1;-60|eduroam;24:f2:7f:ac:d4:51;-63|DCU-Guest-WiFi;24:f2:7f:ac:d4:50;-63|eduroam;24:f2:7f:ac:d7:61;-83|eduroam;20:a6:cd:90:e0:41;-67|eduroam;24:f2:7f:ac:d7:71;-72|DCU-Guest-WiFi;24:f2:7f:ac:d7:70;-72|DCU-Guest-WiFi;20:a6:cd:8e:a0:c0;-84|eduroam;20:a6:cd:8e:a0:c1;-82|
